borrower_id,income,dti,credit_score,sector,region,ead,lgd,pd,default_flag,recovery,collateral_value,collateral_type,product_type,loan_start_date,loan_vintage,interest_rate,gdp_growth,unemployment,arrears_30d,arrears_60d,arrears_90d
3047,87869.51,0.799,631,Mortgage,West,929645,0.24,0.023,0,929645,936253,Inventory,Term Loan,2018-04-26,7 yrs,8.0,5.2,7.2,0,0,0
3048,109790.02,0.714,637,Corporate,North,746477,0.5,0.05,0,746477,0,Unsecured,Business Loan,2024-01-02,1 yrs,8.0,5.2,7.2,0,0,0
3049,31016.51,0.707,663,Mortgage,West,591465,0.46,0.012,0,591465,1062677,Property,Business Loan,2025-10-12,0 yrs,8.0,5.2,7.2,0,0,0
3050,41308.36,0.593,655,Consumer,East,167730,0.44,0.015,0,167730,254569,Unsecured,Business Loan,2020-11-21,5 yrs,8.0,5.2,7.2,0,0,0
3051,41754.32,0.559,635,SME,North,488652,0.59,0.013,0,488652,0,Unsecured,Home Loan,2022-04-30,3 yrs,8.0,5.2,7.2,0,0,0
3052,79973.71,0.756,628,Consumer,East,113239,0.48,0.065,0,113239,223893,Inventory,Home Loan,2020-03-11,5 yrs,8.0,5.2,7.2,0,0,0
3053,50341.96,0.683,628,Mortgage,North,982664,0.32,0.017,0,982664,1144106,Plant/Equipment,Term Loan,2022-09-26,3 yrs,8.0,5.2,7.2,1,0,0
3054,91015.59,0.304,620,SME,South,340277,0.37,0.066,0,340277,307475,Inventory,Term Loan,2017-02-24,8 yrs,8.0,5.2,7.2,0,0,0
3055,138861.02,0.305,657,SME,East,557452,0.56,0.065,0,557452,0,Unsecured,Home Loan,2021-06-05,4 yrs,8.0,5.2,7.2,0,0,0
3056,36507.3,0.463,628,Mortgage,West,979483,0.38,0.008,0,979483,418747,Inventory,Term Loan,2020-11-16,5 yrs,8.0,5.2,7.2,0,0,0
3057,108213.39,0.352,665,Consumer,North,976239,0.45,0.014,0,976239,373841,Unsecured,Personal Loan,2025-11-26,0 yrs,8.0,5.2,7.2,0,0,0
3058,89011.02,0.4,614,Corporate,West,935939,0.58,0.016,0,935939,1159947,Plant/Equipment,Home Loan,2021-06-12,4 yrs,8.0,5.2,7.2,0,0,0
3059,56220.25,0.104,664,Mortgage,West,106281,0.41,0.031,0,106281,0,Unsecured,Credit Card,2025-01-22,0 yrs,8.0,5.2,7.2,0,0,0
3060,73904.18,0.543,636,SME,West,765110,0.3,0.015,0,765110,0,Unsecured,Business Loan,2024-10-31,1 yrs,8.0,5.2,7.2,0,0,0
3061,102289.4,0.362,654,SME,East,60862,0.39,0.056,0,60862,0,Unsecured,Credit Card,2018-07-30,7 yrs,8.0,5.2,7.2,0,0,0
3062,105172.54,0.66,628,SME,South,400556,0.42,0.023,0,400556,0,Unsecured,Personal Loan,2022-02-09,3 yrs,8.0,5.2,7.2,0,0,0
3063,124829.94,0.361,673,Mortgage,West,247383,0.24,0.039,0,247383,160548,Unsecured,Personal Loan,2017-01-09,8 yrs,8.0,5.2,7.2,0,0,0
3064,117925.0,0.651,705,Corporate,South,988188,0.45,0.005,0,988188,548474,Plant/Equipment,Personal Loan,2025-09-18,0 yrs,8.0,5.2,7.2,0,0,0
3065,109591.01,0.31,698,Mortgage,South,562704,0.16,0.04,0,562704,1105966,Inventory,Credit Card,2025-04-04,0 yrs,8.0,5.2,7.2,0,0,0
3066,102884.06,0.131,673,Corporate,North,315875,0.3,0.023,0,315875,440344,Inventory,Personal Loan,2024-02-21,1 yrs,8.0,5.2,7.2,0,0,0
3067,101868.27,0.475,624,Consumer,North,989230,0.36,0.052,0,989230,0,Unsecured,Term Loan,2022-09-19,3 yrs,8.0,5.2,7.2,0,0,0
3068,42666.4,0.274,680,Corporate,North,399036,0.42,0.031,0,399036,0,Unsecured,Term Loan,2022-10-27,3 yrs,8.0,5.2,7.2,0,0,0
3069,117220.41,0.591,648,Mortgage,West,894839,0.28,0.056,0,894839,1143451,Property,Business Loan,2022-07-15,3 yrs,8.0,5.2,7.2,0,0,0
3070,70901.94,0.573,680,Mortgage,North,659382,0.25,0.069,0,659382,0,Unsecured,Term Loan,2018-10-17,7 yrs,8.0,5.2,7.2,0,0,0
3071,72938.24,0.349,680,Mortgage,East,298649,0.48,0.014,0,298649,0,Unsecured,Home Loan,2022-08-10,3 yrs,8.0,5.2,7.2,0,0,0
3072,37707.11,0.75,640,Mortgage,South,725648,0.16,0.074,0,725648,931873,Unsecured,Business Loan,2021-10-01,4 yrs,8.0,5.2,7.2,0,0,0
3073,71681.3,0.58,668,Consumer,North,935493,0.48,0.028,0,935493,920311,Plant/Equipment,Term Loan,2025-08-01,0 yrs,8.0,5.2,7.2,0,0,0
3074,88616.48,0.253,676,Consumer,North,247269,0.24,0.03,0,247269,0,Unsecured,Personal Loan,2019-08-12,6 yrs,8.0,5.2,7.2,0,0,0
3075,99396.44,0.353,636,SME,West,692832,0.33,0.022,0,692832,0,Unsecured,Term Loan,2023-02-18,2 yrs,8.0,5.2,7.2,0,0,0
3076,75997.45,0.432,632,Corporate,East,508208,0.23,0.072,0,508208,726431,Property,Credit Card,2022-12-08,3 yrs,8.0,5.2,7.2,0,0,0
3077,119275.62,0.439,601,Corporate,West,781572,0.53,0.08,0,781572,1364889,Inventory,Home Loan,2023-01-26,2 yrs,8.0,5.2,7.2,0,0,0
3078,96147.99,0.744,581,Consumer,West,469828,0.2,0.072,0,469828,856654,Plant/Equipment,Business Loan,2017-10-02,8 yrs,8.0,5.2,7.2,0,0,0
3079,76653.71,0.791,601,Mortgage,East,154521,0.28,0.017,0,154521,261677,Unsecured,Credit Card,2024-05-14,1 yrs,8.0,5.2,7.2,0,0,0
3080,147109.38,0.621,649,Mortgage,East,418125,0.32,0.037,0,418125,328881,Inventory,Home Loan,2023-11-11,2 yrs,8.0,5.2,7.2,0,0,0
3081,144532.55,0.501,607,Mortgage,South,32947,0.35,0.044,0,32947,0,Unsecured,Term Loan,2023-05-25,2 yrs,8.0,5.2,7.2,0,0,0
3082,58063.86,0.656,679,Mortgage,South,43481,0.28,0.02,0,43481,51598,Property,Term Loan,2022-10-31,3 yrs,8.0,5.2,7.2,0,0,0
3083,73696.59,0.748,675,Consumer,East,172314,0.42,0.061,0,172314,0,Unsecured,Business Loan,2022-03-26,3 yrs,8.0,5.2,7.2,0,0,0
3084,122347.63,0.231,664,Corporate,North,88620,0.48,0.019,0,88620,155919,Unsecured,Term Loan,2021-12-23,4 yrs,8.0,5.2,7.2,0,0,0
3085,126433.27,0.696,667,Corporate,South,583680,0.53,0.004,0,583680,0,Unsecured,Home Loan,2025-02-28,0 yrs,8.0,5.2,7.2,0,0,0
3086,46511.91,0.363,678,Consumer,West,815719,0.32,0.068,0,815719,1585908,Plant/Equipment,Personal Loan,2023-08-12,2 yrs,8.0,5.2,7.2,0,0,0
3087,63881.45,0.108,660,SME,South,631519,0.43,0.015,0,631519,416812,Plant/Equipment,Business Loan,2023-01-07,2 yrs,8.0,5.2,7.2,0,0,0
3088,52092.39,0.705,660,Consumer,North,885365,0.57,0.037,0,885365,1478243,Inventory,Term Loan,2018-04-21,7 yrs,8.0,5.2,7.2,0,0,0
3089,132545.27,0.704,617,SME,East,932644,0.27,0.032,0,932644,1653561,Plant/Equipment,Term Loan,2024-10-11,1 yrs,8.0,5.2,7.2,0,0,0
3090,126291.6,0.241,632,SME,North,690015,0.54,0.011,0,690015,583884,Plant/Equipment,Credit Card,2020-06-06,5 yrs,8.0,5.2,7.2,0,0,0
3091,61074.89,0.636,670,Mortgage,North,364644,0.39,0.046,0,364644,716186,Inventory,Personal Loan,2025-12-16,0 yrs,8.0,5.2,7.2,0,0,0
3092,79896.01,0.191,667,Consumer,West,537446,0.18,0.015,0,537446,478943,Inventory,Business Loan,2023-10-02,2 yrs,8.0,5.2,7.2,0,0,0
3093,71908.74,0.706,609,Consumer,South,417572,0.53,0.033,0,417572,693916,Inventory,Credit Card,2024-08-31,1 yrs,8.0,5.2,7.2,0,0,0
3094,60533.72,0.734,634,Corporate,East,244277,0.18,0.035,0,244277,466577,Plant/Equipment,Term Loan,2025-12-07,0 yrs,8.0,5.2,7.2,0,0,0
3095,124739.83,0.307,683,SME,East,282967,0.34,0.009,0,282967,498613,Property,Personal Loan,2024-11-10,1 yrs,8.0,5.2,7.2,0,0,0
3096,39635.58,0.396,655,Corporate,West,432718,0.49,0.036,0,432718,413349,Inventory,Term Loan,2017-12-30,8 yrs,8.0,5.2,7.2,0,0,0
3097,30213.22,0.633,641,Corporate,North,40671,0.24,0.076,0,40671,62475,Inventory,Business Loan,2022-12-24,3 yrs,8.0,5.2,7.2,0,0,0
3098,142014.08,0.44,635,SME,South,735927,0.5,0.07,0,735927,0,Unsecured,Credit Card,2018-11-07,7 yrs,8.0,5.2,7.2,0,0,0
3099,78220.96,0.225,651,Consumer,West,559071,0.33,0.07,0,559071,0,Unsecured,Term Loan,2024-07-02,1 yrs,8.0,5.2,7.2,0,0,0
3100,115154.47,0.536,644,SME,West,612426,0.32,0.052,0,612426,510816,Plant/Equipment,Credit Card,2023-10-15,2 yrs,8.0,5.2,7.2,0,1,0
3101,87025.19,0.387,656,Corporate,West,679448,0.28,0.056,0,679448,547957,Property,Term Loan,2020-02-09,5 yrs,8.0,5.2,7.2,0,1,0
3102,32020.26,0.647,624,Consumer,North,606290,0.35,0.078,0,606290,776897,Inventory,Credit Card,2024-01-21,1 yrs,8.0,5.2,7.2,0,0,0
3103,137116.14,0.467,646,Consumer,East,949655,0.36,0.013,0,949655,0,Unsecured,Term Loan,2019-03-29,6 yrs,8.0,5.2,7.2,0,0,0
3104,121135.77,0.149,681,Corporate,South,886920,0.56,0.051,0,886920,972794,Plant/Equipment,Term Loan,2024-08-29,1 yrs,8.0,5.2,7.2,0,1,0
3105,138187.87,0.647,629,Consumer,West,895512,0.52,0.039,0,895512,280538,Property,Business Loan,2022-02-11,3 yrs,8.0,5.2,7.2,0,0,0
3106,39100.64,0.256,618,Consumer,North,877191,0.21,0.052,0,877191,0,Unsecured,Term Loan,2017-07-02,8 yrs,8.0,5.2,7.2,0,0,0
3107,95878.94,0.596,600,Mortgage,South,496490,0.27,0.005,0,496490,205843,Inventory,Personal Loan,2025-11-11,0 yrs,8.0,5.2,7.2,0,0,0
3108,146395.9,0.272,658,SME,West,88541,0.19,0.044,0,88541,94630,Property,Credit Card,2025-02-23,0 yrs,8.0,5.2,7.2,0,1,0
3109,148356.9,0.12,649,SME,North,580888,0.36,0.022,0,580888,1010991,Plant/Equipment,Term Loan,2017-07-01,8 yrs,8.0,5.2,7.2,0,0,0
3110,34322.46,0.729,615,Consumer,South,127634,0.28,0.005,0,127634,0,Unsecured,Term Loan,2021-12-01,4 yrs,8.0,5.2,7.2,0,0,0
3111,137184.79,0.575,660,Corporate,West,525482,0.6,0.012,0,525482,1024296,Plant/Equipment,Personal Loan,2025-03-19,0 yrs,8.0,5.2,7.2,0,0,0
3112,130165.51,0.757,618,SME,East,105429,0.22,0.023,0,105429,79039,Property,Personal Loan,2017-01-16,8 yrs,8.0,5.2,7.2,0,0,0
3113,128378.92,0.496,616,Mortgage,West,802133,0.19,0.048,0,802133,1401089,Property,Home Loan,2021-09-01,4 yrs,8.0,5.2,7.2,0,0,0
3114,73257.67,0.542,653,Consumer,West,586249,0.49,0.026,0,586249,0,Unsecured,Business Loan,2020-12-29,5 yrs,8.0,5.2,7.2,0,0,0
3115,149280.7,0.757,645,SME,West,175198,0.33,0.057,0,175198,95638,Unsecured,Credit Card,2020-02-14,5 yrs,8.0,5.2,7.2,0,0,0
3116,42432.06,0.236,682,SME,West,926584,0.45,0.044,0,926584,0,Unsecured,Home Loan,2023-07-03,2 yrs,8.0,5.2,7.2,0,0,0
3117,74727.33,0.206,609,SME,North,175878,0.45,0.038,0,175878,129183,Inventory,Personal Loan,2019-11-26,6 yrs,8.0,5.2,7.2,0,0,0
3118,123261.43,0.11,661,Corporate,East,867840,0.21,0.049,0,867840,877592,Inventory,Home Loan,2020-03-16,5 yrs,8.0,5.2,7.2,0,0,0
3119,101858.87,0.471,717,SME,West,883237,0.23,0.063,0,883237,265513,Property,Personal Loan,2017-03-10,8 yrs,8.0,5.2,7.2,0,0,0
3120,89090.67,0.571,604,Mortgage,West,778617,0.5,0.057,0,778617,1003976,Unsecured,Term Loan,2023-01-20,2 yrs,8.0,5.2,7.2,0,0,0
3121,81536.03,0.385,602,Corporate,North,42899,0.41,0.052,0,42899,30170,Unsecured,Business Loan,2020-10-26,5 yrs,8.0,5.2,7.2,1,0,0
3122,34066.92,0.63,663,SME,South,178246,0.42,0.076,0,178246,234313,Property,Personal Loan,2017-01-29,8 yrs,8.0,5.2,7.2,1,0,0
3123,91004.81,0.402,679,SME,North,84841,0.45,0.062,0,84841,164834,Unsecured,Term Loan,2024-03-09,1 yrs,8.0,5.2,7.2,0,0,0
3124,120836.87,0.764,638,SME,East,640767,0.44,0.056,0,640767,0,Unsecured,Credit Card,2025-03-26,0 yrs,8.0,5.2,7.2,0,0,0
3125,66982.46,0.609,621,Consumer,East,553073,0.24,0.044,0,553073,594072,Property,Personal Loan,2025-11-01,0 yrs,8.0,5.2,7.2,0,0,0
3126,63143.05,0.758,629,SME,North,988606,0.49,0.076,0,988606,1064135,Plant/Equipment,Credit Card,2024-04-18,1 yrs,8.0,5.2,7.2,0,0,0
3127,91590.04,0.409,606,Consumer,North,696099,0.46,0.066,0,696099,0,Unsecured,Term Loan,2022-12-24,3 yrs,8.0,5.2,7.2,0,0,0
3128,36581.73,0.586,610,Mortgage,North,277683,0.39,0.03,0,277683,361761,Property,Term Loan,2025-12-29,0 yrs,8.0,5.2,7.2,0,0,0
3129,92669.0,0.664,665,Consumer,South,693229,0.28,0.009,0,693229,471622,Unsecured,Business Loan,2024-10-13,1 yrs,8.0,5.2,7.2,0,0,0
3130,132851.13,0.652,615,Consumer,South,285467,0.46,0.06,0,285467,0,Unsecured,Personal Loan,2018-01-17,7 yrs,8.0,5.2,7.2,0,0,1
3131,131432.47,0.787,572,Corporate,East,220434,0.41,0.054,0,220434,205019,Inventory,Business Loan,2018-06-24,7 yrs,8.0,5.2,7.2,0,0,1
3132,79488.52,0.334,638,Consumer,East,266890,0.24,0.018,0,266890,0,Unsecured,Personal Loan,2017-06-12,8 yrs,8.0,5.2,7.2,0,0,0
3133,41916.91,0.732,661,Corporate,East,728325,0.57,0.035,0,728325,0,Unsecured,Business Loan,2019-04-17,6 yrs,8.0,5.2,7.2,0,0,0
3134,126619.17,0.754,652,Mortgage,South,728681,0.45,0.061,0,728681,327096,Plant/Equipment,Personal Loan,2019-07-26,6 yrs,8.0,5.2,7.2,0,0,0
3135,105874.77,0.112,681,Corporate,South,746102,0.58,0.021,0,746102,1064494,Property,Business Loan,2025-06-17,0 yrs,8.0,5.2,7.2,0,0,0
3136,127458.09,0.512,658,Consumer,South,144378,0.49,0.05,0,144378,123033,Plant/Equipment,Credit Card,2025-05-29,0 yrs,8.0,5.2,7.2,0,0,0
3137,36560.89,0.326,653,Corporate,North,303616,0.33,0.008,0,303616,497368,Plant/Equipment,Home Loan,2025-02-25,0 yrs,8.0,5.2,7.2,0,0,0
3138,80208.47,0.759,656,Mortgage,East,984239,0.57,0.046,0,984239,627172,Property,Term Loan,2018-12-03,7 yrs,8.0,5.2,7.2,0,0,0
3139,108209.09,0.452,685,Consumer,East,932290,0.51,0.031,0,932290,1588377,Property,Business Loan,2022-08-10,3 yrs,8.0,5.2,7.2,0,0,0
3140,106971.57,0.121,630,Mortgage,North,430276,0.41,0.06,1,362882,238320,Property,Personal Loan,2018-10-17,7 yrs,8.0,5.2,7.2,0,0,0
3141,87057.85,0.467,659,SME,East,809778,0.31,0.076,0,809778,1424802,Plant/Equipment,Credit Card,2019-11-08,6 yrs,8.0,5.2,7.2,1,0,0
3142,82109.71,0.419,629,Corporate,West,458008,0.41,0.077,0,458008,0,Unsecured,Business Loan,2020-08-18,5 yrs,8.0,5.2,7.2,0,0,0
3143,100364.66,0.342,666,Corporate,West,913358,0.31,0.025,0,913358,1210067,Inventory,Personal Loan,2019-06-30,6 yrs,8.0,5.2,7.2,0,0,0
3144,142550.76,0.159,717,Corporate,East,508558,0.43,0.043,0,508558,758735,Property,Credit Card,2023-02-18,2 yrs,8.0,5.2,7.2,0,0,0
3145,63665.55,0.302,654,Consumer,North,324457,0.38,0.02,0,324457,0,Unsecured,Business Loan,2023-08-08,2 yrs,8.0,5.2,7.2,0,0,0
3146,99302.26,0.629,666,Mortgage,West,161720,0.55,0.057,0,161720,216548,Unsecured,Business Loan,2021-11-02,4 yrs,8.0,5.2,7.2,0,0,0
3147,32193.25,0.206,647,Mortgage,South,586398,0.23,0.053,0,586398,253021,Unsecured,Credit Card,2019-10-30,6 yrs,8.0,5.2,7.2,0,0,0
3148,59642.82,0.13,653,Consumer,North,51377,0.45,0.018,0,51377,57607,Property,Personal Loan,2022-04-05,3 yrs,8.0,5.2,7.2,0,0,0
3149,123941.42,0.121,670,Consumer,North,266922,0.47,0.06,0,266922,246569,Property,Term Loan,2024-02-25,1 yrs,8.0,5.2,7.2,0,0,0
3150,33224.9,0.305,628,Mortgage,North,714548,0.2,0.003,0,714548,709877,Unsecured,Business Loan,2021-06-29,4 yrs,8.0,5.2,7.2,0,0,0
3151,149079.9,0.415,686,Consumer,West,988831,0.29,0.046,0,988831,670406,Property,Personal Loan,2020-03-21,5 yrs,8.0,5.2,7.2,0,0,0
3152,34898.13,0.496,721,SME,West,625664,0.28,0.058,0,625664,0,Unsecured,Credit Card,2023-06-01,2 yrs,8.0,5.2,7.2,0,0,0
3153,133260.27,0.647,655,SME,North,618242,0.22,0.076,0,618242,354164,Unsecured,Term Loan,2021-05-28,4 yrs,8.0,5.2,7.2,0,0,0
3154,129129.33,0.427,637,Corporate,East,937726,0.28,0.068,0,937726,609324,Inventory,Personal Loan,2019-02-08,6 yrs,8.0,5.2,7.2,0,0,0
3155,66215.74,0.18,684,Corporate,North,981226,0.31,0.009,0,981226,0,Unsecured,Home Loan,2024-02-25,1 yrs,8.0,5.2,7.2,0,0,0
3156,61014.96,0.128,601,Mortgage,North,22151,0.18,0.068,0,22151,39823,Inventory,Term Loan,2018-02-15,7 yrs,8.0,5.2,7.2,0,0,0
3157,148309.82,0.497,619,Corporate,North,479091,0.32,0.04,0,479091,846390,Inventory,Home Loan,2024-10-26,1 yrs,8.0,5.2,7.2,0,0,0
3158,101080.6,0.171,651,Corporate,East,942114,0.36,0.005,0,942114,1590766,Inventory,Home Loan,2025-03-13,0 yrs,8.0,5.2,7.2,0,0,0
3159,131761.64,0.592,681,SME,North,193865,0.4,0.039,0,193865,176163,Inventory,Home Loan,2017-05-10,8 yrs,8.0,5.2,7.2,0,0,0
3160,104587.87,0.589,641,SME,East,955110,0.57,0.079,0,955110,0,Unsecured,Term Loan,2020-06-22,5 yrs,8.0,5.2,7.2,0,0,0
3161,126965.99,0.331,586,Mortgage,East,163795,0.24,0.064,0,163795,172905,Unsecured,Credit Card,2023-05-12,2 yrs,8.0,5.2,7.2,0,0,0
3162,60177.72,0.133,670,SME,North,500115,0.57,0.033,0,500115,0,Unsecured,Personal Loan,2018-02-12,7 yrs,8.0,5.2,7.2,0,0,0
3163,33977.99,0.663,616,Mortgage,South,696632,0.24,0.043,0,696632,1262419,Plant/Equipment,Credit Card,2025-05-21,0 yrs,8.0,5.2,7.2,0,0,0
3164,40349.5,0.644,695,Corporate,South,383012,0.23,0.064,0,383012,538965,Plant/Equipment,Term Loan,2021-03-20,4 yrs,8.0,5.2,7.2,0,0,0
3165,136134.73,0.532,685,SME,North,338027,0.26,0.018,0,338027,165074,Plant/Equipment,Home Loan,2023-03-05,2 yrs,8.0,5.2,7.2,0,0,0
3166,148814.24,0.648,672,Mortgage,East,321595,0.5,0.033,0,321595,0,Unsecured,Personal Loan,2018-06-07,7 yrs,8.0,5.2,7.2,0,0,0
3167,137974.05,0.299,632,SME,North,925448,0.47,0.05,0,925448,0,Unsecured,Personal Loan,2024-03-26,1 yrs,8.0,5.2,7.2,0,0,0
3168,56690.21,0.526,644,Corporate,South,332974,0.24,0.068,0,332974,0,Unsecured,Home Loan,2020-11-29,5 yrs,8.0,5.2,7.2,0,1,0
3169,41593.29,0.281,655,Consumer,South,782775,0.2,0.01,0,782775,1147442,Property,Term Loan,2017-04-18,8 yrs,8.0,5.2,7.2,0,0,0
3170,131560.63,0.675,646,SME,East,58341,0.29,0.012,0,58341,0,Unsecured,Business Loan,2025-02-06,0 yrs,8.0,5.2,7.2,0,0,0
3171,78796.04,0.153,652,Consumer,West,768814,0.27,0.08,0,768814,0,Unsecured,Credit Card,2018-07-06,7 yrs,8.0,5.2,7.2,0,0,0
3172,57128.87,0.158,645,Corporate,West,913924,0.49,0.02,0,913924,1227057,Plant/Equipment,Credit Card,2025-03-10,0 yrs,8.0,5.2,7.2,0,0,0
3173,91165.48,0.178,657,Corporate,South,584858,0.49,0.004,0,584858,338156,Unsecured,Credit Card,2017-03-02,8 yrs,8.0,5.2,7.2,0,0,0
3174,59829.65,0.343,667,Consumer,South,972588,0.49,0.023,0,972588,400300,Inventory,Business Loan,2025-02-22,0 yrs,8.0,5.2,7.2,0,0,0
3175,39124.53,0.408,631,Corporate,South,72388,0.16,0.07,0,72388,125534,Property,Personal Loan,2025-04-28,0 yrs,8.0,5.2,7.2,0,0,0
3176,137952.95,0.524,613,Mortgage,North,549761,0.27,0.016,0,549761,529146,Plant/Equipment,Business Loan,2025-07-30,0 yrs,8.0,5.2,7.2,0,0,0
3177,99553.38,0.649,678,Mortgage,North,357330,0.37,0.011,0,357330,474779,Unsecured,Business Loan,2020-12-22,5 yrs,8.0,5.2,7.2,0,0,0
3178,66764.96,0.267,614,Mortgage,West,168820,0.24,0.025,0,168820,231494,Unsecured,Home Loan,2017-01-28,8 yrs,8.0,5.2,7.2,0,0,0
3179,141570.93,0.101,616,Consumer,North,253205,0.19,0.079,0,253205,224620,Inventory,Business Loan,2018-08-01,7 yrs,8.0,5.2,7.2,0,0,0
3180,87797.84,0.459,644,Mortgage,East,514732,0.43,0.019,0,514732,1019023,Property,Home Loan,2019-07-13,6 yrs,8.0,5.2,7.2,0,0,0
3181,60516.22,0.779,627,SME,West,45628,0.15,0.046,0,45628,20303,Property,Home Loan,2024-06-10,1 yrs,8.0,5.2,7.2,0,0,0
3182,118900.97,0.24,623,SME,North,485478,0.28,0.01,0,485478,415746,Plant/Equipment,Personal Loan,2024-09-17,1 yrs,8.0,5.2,7.2,0,0,0
3183,130773.07,0.421,681,Corporate,North,197035,0.31,0.04,0,197035,272736,Inventory,Credit Card,2021-12-05,4 yrs,8.0,5.2,7.2,0,0,0
3184,118986.27,0.8,613,Consumer,West,396326,0.3,0.07,0,396326,172809,Plant/Equipment,Credit Card,2019-01-05,6 yrs,8.0,5.2,7.2,0,0,0
3185,47790.3,0.284,589,Consumer,South,358837,0.53,0.003,0,358837,243295,Inventory,Credit Card,2020-08-08,5 yrs,8.0,5.2,7.2,0,0,0
3186,49720.16,0.171,616,Corporate,North,474901,0.2,0.017,0,474901,0,Unsecured,Personal Loan,2021-04-14,4 yrs,8.0,5.2,7.2,0,0,0
3187,39154.03,0.402,607,Corporate,West,291804,0.2,0.008,0,291804,0,Unsecured,Personal Loan,2019-04-23,6 yrs,8.0,5.2,7.2,0,0,0
3188,96047.25,0.404,628,Corporate,West,615857,0.2,0.051,1,395808,1226523,Property,Term Loan,2025-09-09,0 yrs,8.0,5.2,7.2,0,0,1
3189,129667.17,0.105,630,Corporate,North,469719,0.23,0.01,0,469719,0,Unsecured,Term Loan,2021-05-16,4 yrs,8.0,5.2,7.2,0,0,0
3190,137079.9,0.215,600,SME,West,865096,0.32,0.066,0,865096,524022,Plant/Equipment,Credit Card,2019-04-20,6 yrs,8.0,5.2,7.2,0,0,0
3191,110627.14,0.31,608,Corporate,East,910927,0.4,0.011,0,910927,0,Unsecured,Home Loan,2017-05-25,8 yrs,8.0,5.2,7.2,1,0,0
3192,129297.46,0.445,642,Consumer,West,299123,0.15,0.067,0,299123,592385,Unsecured,Personal Loan,2017-09-23,8 yrs,8.0,5.2,7.2,1,0,0
3193,124526.48,0.384,644,Consumer,West,207939,0.53,0.031,0,207939,390919,Property,Business Loan,2020-09-07,5 yrs,8.0,5.2,7.2,0,1,0
3194,85849.57,0.582,655,SME,East,490196,0.33,0.022,0,490196,386384,Inventory,Term Loan,2019-06-12,6 yrs,8.0,5.2,7.2,0,0,0
3195,101744.62,0.183,652,SME,South,893079,0.16,0.043,0,893079,0,Unsecured,Personal Loan,2023-12-25,2 yrs,8.0,5.2,7.2,1,0,0
3196,31628.98,0.454,665,Consumer,West,522215,0.2,0.014,0,522215,0,Unsecured,Business Loan,2023-09-17,2 yrs,8.0,5.2,7.2,0,0,0
3197,53310.49,0.53,622,Mortgage,South,541306,0.52,0.055,0,541306,0,Unsecured,Personal Loan,2020-06-08,5 yrs,8.0,5.2,7.2,0,0,0
3198,90349.56,0.525,691,Consumer,North,788132,0.41,0.009,0,788132,930692,Inventory,Home Loan,2019-05-19,6 yrs,8.0,5.2,7.2,1,0,0
3199,36163.91,0.134,673,SME,North,77005,0.26,0.008,0,77005,146402,Property,Term Loan,2025-07-03,0 yrs,8.0,5.2,7.2,0,0,0
3200,78134.63,0.211,666,Consumer,West,904648,0.31,0.039,0,904648,903155,Plant/Equipment,Business Loan,2020-11-05,5 yrs,8.0,5.2,7.2,0,0,0
3201,40815.53,0.78,697,Mortgage,East,440234,0.56,0.077,0,440234,0,Unsecured,Home Loan,2022-12-16,3 yrs,8.0,5.2,7.2,0,0,0
3202,77161.85,0.356,655,SME,North,826285,0.33,0.019,0,826285,1111997,Plant/Equipment,Term Loan,2022-12-08,3 yrs,8.0,5.2,7.2,0,0,0
3203,92177.52,0.532,695,Mortgage,North,35419,0.57,0.009,0,35419,13823,Plant/Equipment,Term Loan,2019-05-09,6 yrs,8.0,5.2,7.2,0,0,0
3204,73030.95,0.441,633,Mortgage,West,286138,0.32,0.071,0,286138,169509,Inventory,Business Loan,2024-10-30,1 yrs,8.0,5.2,7.2,0,0,0
3205,89868.67,0.427,681,Mortgage,North,863466,0.18,0.065,0,863466,0,Unsecured,Credit Card,2021-06-05,4 yrs,8.0,5.2,7.2,0,0,0
3206,74097.06,0.762,674,Corporate,South,70442,0.23,0.062,0,70442,26126,Inventory,Term Loan,2025-06-15,0 yrs,8.0,5.2,7.2,0,1,0
3207,66857.8,0.692,632,Corporate,North,29911,0.58,0.035,0,29911,53075,Unsecured,Personal Loan,2018-05-21,7 yrs,8.0,5.2,7.2,0,0,0
3208,48935.79,0.794,690,SME,East,265082,0.2,0.007,0,265082,163901,Unsecured,Personal Loan,2021-05-20,4 yrs,8.0,5.2,7.2,0,0,0
3209,117868.74,0.723,619,SME,East,349753,0.28,0.052,0,349753,0,Unsecured,Personal Loan,2018-06-11,7 yrs,8.0,5.2,7.2,0,0,0
3210,73902.29,0.783,675,SME,West,895903,0.19,0.074,0,895903,1603500,Unsecured,Credit Card,2020-11-09,5 yrs,8.0,5.2,7.2,1,0,0
3211,147026.92,0.478,674,Consumer,South,560353,0.43,0.004,0,560353,0,Unsecured,Personal Loan,2020-12-07,5 yrs,8.0,5.2,7.2,0,0,0
3212,80366.02,0.408,649,SME,North,282970,0.28,0.055,0,282970,402815,Unsecured,Home Loan,2022-12-03,3 yrs,8.0,5.2,7.2,0,1,0
3213,134066.92,0.307,664,Mortgage,West,500000,0.44,0.034,0,500000,748777,Unsecured,Business Loan,2021-06-22,4 yrs,8.0,5.2,7.2,0,0,0
3214,131175.88,0.538,669,Mortgage,North,651502,0.32,0.036,0,651502,1020829,Plant/Equipment,Personal Loan,2019-12-06,6 yrs,8.0,5.2,7.2,0,1,0
