LoanID,Segment,Industry,Outstanding,PD,LGD,EAD,EL_Base,PD_Scen,LGD_Scen,EAD_Scen,TransformNotes,EL_Scenario,ScenarioType,ScenarioID,Description,Audit_Metadata
88,Retail,Agri,1256731,0.017,0.485,1027202.0439180385,8469.280852104228,0.067,0.535,1027202.0439180385,PD*1+0.05; LGD*1+0.05; EAD*1.0,36820.05726424209,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
89,Auto,Agri,3812600,0.01,0.661,4460198.064324193,29481.909205182914,0.060000000000000005,0.7110000000000001,4460198.064324193,PD*1+0.05; LGD*1+0.05; EAD*1.0,190272.0494240701,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
90,MSME,Agri,1025816,0.067,0.512,1197790.2426337174,41088.99648330704,0.117,0.562,1197790.2426337174,PD*1+0.05; LGD*1+0.05; EAD*1.0,78759.49961413746,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
91,Auto,Agri,574705,0.027,0.675,517921.8857977027,9439.126368663132,0.077,0.7250000000000001,517921.8857977027,PD*1+0.05; LGD*1+0.05; EAD*1.0,28912.989274656757,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
92,Auto,Hospitality,3917270,0.016,0.487,4223461.252084791,32909.21007624469,0.066,0.537,4223461.252084791,PD*1+0.05; LGD*1+0.05; EAD*1.0,149687.91369638915,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
93,MSME,Agri,2056926,0.046,0.443,1707606.1124828684,34797.59736017589,0.096,0.493,1707606.1124828684,PD*1+0.05; LGD*1+0.05; EAD*1.0,80817.5820915892,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
94,MSME,Tech,1858845,0.015,0.573,1610663.4898109422,13843.652694925046,0.065,0.623,1610663.4898109422,PD*1+0.05; LGD*1+0.05; EAD*1.0,65223.81801989411,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
95,MSME,Realty,2226793,0.09,0.681,1974550.0003532209,121020.16952164892,0.14,0.7310000000000001,1974550.0003532209,PD*1+0.05; LGD*1+0.05; EAD*1.0,202075.4470361487,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
96,MSME,Agri,754594,0.012,0.492,692564.5461285411,4088.901080342907,0.062,0.542,692564.5461285411,PD*1+0.05; LGD*1+0.05; EAD*1.0,23272.939008103498,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
97,MSME,Hospitality,347718,0.062,0.815,416681.7976249851,21054.931233990497,0.112,0.865,416681.7976249851,PD*1+0.05; LGD*1+0.05; EAD*1.0,40368.13255390856,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
98,Auto,Hospitality,3654715,0.049,0.322,3942596.9822165286,62206.29518541239,0.099,0.372,3942596.9822165286,PD*1+0.05; LGD*1+0.05; EAD*1.0,145197.96166107032,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
99,MSME,Agri,845263,0.07,0.53,806111.0370388374,29906.719474140875,0.12000000000000001,0.5800000000000001,806111.0370388374,PD*1+0.05; LGD*1+0.05; EAD*1.0,56105.328177903095,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
100,Retail,Realty,3704473,0.04,0.832,4055806.2652305625,134977.23250687312,0.09,0.882,4055806.2652305625,PD*1+0.05; LGD*1+0.05; EAD*1.0,321949.90133400203,Regulatory,S2,"PD +0.05, LGD +0.05","ScenarioID                           S2
ScenarioType                 Regulatory
Description         PD +0.05, LGD +0.05
PD_Factor                             1
PD_Add                             0.05
LGD_Factor                            1
LGD_Add                            0.05
EAD_Factor                          1.0
Sector                                 
Sector_PD_Factor                    NaN
Sector_LGD_Add                      NaN
Name: 1, dtype: object"
1,Corporate,Manufacturing,428576,0.098,0.385,436799.83913397294,16480.4579305248,0.098,0.385,436799.83913397294,PD*1+0.0; LGD*1+0.0; EAD*1.0,16480.4579305248,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
2,Auto,Manufacturing,3312754,0.056,0.84,3211345.2232059957,151061.67929961003,0.056,0.84,3211345.2232059957,PD*1+0.0; LGD*1+0.0; EAD*1.0,151061.67929961003,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
3,Retail,Tech,3883561,0.033,0.761,3990002.0806721086,100200.92225191866,0.033,0.761,3990002.0806721086,PD*1+0.0; LGD*1+0.0; EAD*1.0,100200.92225191866,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
4,Corporate,Manufacturing,3211243,0.1,0.773,3308767.9043301987,255767.7590047244,0.1,0.773,3308767.9043301987,PD*1+0.0; LGD*1+0.0; EAD*1.0,255767.7590047244,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
5,Corporate,Manufacturing,2462990,0.097,0.438,2691208.441930184,114338.6818638458,0.097,0.438,2691208.441930184,PD*1+0.0; LGD*1+0.0; EAD*1.0,114338.6818638458,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
6,Auto,Tech,1584250,0.06,0.321,1348316.9815350166,25968.58506436442,0.06,0.321,1348316.9815350166,PD*1+0.0; LGD*1+0.0; EAD*1.0,25968.58506436442,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
7,Retail,Tech,261087,0.089,0.467,234980.01787059408,9766.474482755502,0.089,0.467,234980.01787059408,PD*1+0.0; LGD*1+0.0; EAD*1.0,9766.474482755502,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
8,Retail,Agri,1213343,0.027,0.595,1252434.0054277587,20120.352297196943,0.027,0.595,1252434.0054277587,PD*1+0.0; LGD*1+0.0; EAD*1.0,20120.352297196943,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
9,Corporate,Realty,2282263,0.035,0.48,2617405.6597281126,43972.4150834323,0.035,0.48,2617405.6597281126,PD*1+0.0; LGD*1+0.0; EAD*1.0,43972.4150834323,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
10,MSME,Realty,3938856,0.073,0.755,4036329.5966202626,222462.30571772577,0.073,0.755,4036329.5966202626,PD*1+0.0; LGD*1+0.0; EAD*1.0,222462.30571772577,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
11,Corporate,Manufacturing,2415603,0.086,0.449,2163024.51612005,83523.0286654596,0.086,0.449,2163024.51612005,PD*1+0.0; LGD*1+0.0; EAD*1.0,83523.0286654596,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
12,Corporate,Realty,1696176,0.087,0.831,1818195.3597568315,131450.06992433962,0.087,0.831,1818195.3597568315,PD*1+0.0; LGD*1+0.0; EAD*1.0,131450.06992433962,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
13,Corporate,Manufacturing,2086013,0.046,0.551,2286194.1172428434,57945.87609563711,0.046,0.551,2286194.1172428434,PD*1+0.0; LGD*1+0.0; EAD*1.0,57945.87609563711,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
14,Corporate,Agri,639792,0.09,0.763,572802.2337675388,39334.329392816886,0.09,0.763,572802.2337675388,PD*1+0.0; LGD*1+0.0; EAD*1.0,39334.329392816886,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
15,Auto,Tech,239353,0.087,0.407,227646.61683718188,8060.739055587772,0.087,0.407,227646.61683718188,PD*1+0.0; LGD*1+0.0; EAD*1.0,8060.739055587772,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
16,Retail,Tech,2490227,0.094,0.526,2524420.2805710374,124817.43635255437,0.094,0.526,2524420.2805710374,PD*1+0.0; LGD*1+0.0; EAD*1.0,124817.43635255437,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
17,Auto,Tech,3560011,0.081,0.685,3555114.1204019417,197255.50697050177,0.081,0.685,3555114.1204019417,PD*1+0.0; LGD*1+0.0; EAD*1.0,197255.50697050177,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
18,Auto,Realty,3660605,0.07,0.376,3498979.165801779,92093.13164390283,0.07,0.376,3498979.165801779,PD*1+0.0; LGD*1+0.0; EAD*1.0,92093.13164390283,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
19,Auto,Agri,265318,0.062,0.373,243841.58769218455,5639.08055696946,0.062,0.373,243841.58769218455,PD*1+0.0; LGD*1+0.0; EAD*1.0,5639.08055696946,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
20,Corporate,Realty,965313,0.044,0.833,810857.084552352,29719.533863012803,0.044,0.833,810857.084552352,PD*1+0.0; LGD*1+0.0; EAD*1.0,29719.533863012803,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
21,MSME,Realty,1731266,0.095,0.693,1422051.7103034523,93620.77434782777,0.095,0.693,1422051.7103034523,PD*1+0.0; LGD*1+0.0; EAD*1.0,93620.77434782777,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
22,Retail,Agri,616880,0.098,0.323,730026.0314389229,23108.243999167666,0.098,0.323,730026.0314389229,PD*1+0.0; LGD*1+0.0; EAD*1.0,23108.243999167666,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
23,MSME,Agri,2888612,0.036,0.519,3289716.7407008996,61465.06758325561,0.036,0.519,3289716.7407008996,PD*1+0.0; LGD*1+0.0; EAD*1.0,61465.06758325561,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
24,Auto,Agri,3038128,0.037,0.538,2861801.3585960497,56967.01784421297,0.037,0.538,2861801.3585960497,PD*1+0.0; LGD*1+0.0; EAD*1.0,56967.01784421297,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
25,Auto,Agri,3078391,0.054,0.709,3640875.6934261266,139394.56679851268,0.054,0.709,3640875.6934261266,PD*1+0.0; LGD*1+0.0; EAD*1.0,139394.56679851268,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
26,MSME,Tech,3438992,0.05,0.438,3682156.1148623773,80639.21891548607,0.05,0.438,3682156.1148623773,PD*1+0.0; LGD*1+0.0; EAD*1.0,80639.21891548607,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
27,MSME,Hospitality,970746,0.1,0.401,963958.9127127187,38654.75239978002,0.30000000000000004,0.551,963958.9127127187,PD*1+0.0; LGD*1+0.0; EAD*1.0; Hospitality PD*3.0; Hospitality LGD+0.15,159342.40827141242,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
28,MSME,Hospitality,1013168,0.026,0.344,1010341.5278533376,9036.494625120251,0.078,0.494,1010341.5278533376,PD*1+0.0; LGD*1+0.0; EAD*1.0; Hospitality PD*3.0; Hospitality LGD+0.15,38930.4797512448,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
29,Auto,Agri,425281,0.012,0.536,354392.51107101253,2279.452631208753,0.012,0.536,354392.51107101253,PD*1+0.0; LGD*1+0.0; EAD*1.0,2279.452631208753,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
30,Auto,Hospitality,3317697,0.054,0.679,2775856.229698809,101779.54451813654,0.162,0.8290000000000001,2775856.229698809,PD*1+0.0; LGD*1+0.0; EAD*1.0; Hospitality PD*3.0; Hospitality LGD+0.15,372791.9399360907,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
31,Retail,Hospitality,3982875,0.026,0.332,4146078.7610993674,35788.951865809744,0.078,0.482,4146078.7610993674,PD*1+0.0; LGD*1+0.0; EAD*1.0; Hospitality PD*3.0; Hospitality LGD+0.15,155875.9771022918,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
32,Retail,Agri,3195765,0.043,0.803,3264413.9340319512,112716.94872818924,0.043,0.803,3264413.9340319512,PD*1+0.0; LGD*1+0.0; EAD*1.0,112716.94872818924,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
33,Auto,Hospitality,3739798,0.077,0.543,3310062.1425423287,138397.00824183732,0.23099999999999998,0.6930000000000001,3310062.1425423287,PD*1+0.0; LGD*1+0.0; EAD*1.0; Hospitality PD*3.0; Hospitality LGD+0.15,529884.6779646036,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
34,MSME,Realty,1600804,0.075,0.432,1886512.0036092727,61122.988916940434,0.075,0.432,1886512.0036092727,PD*1+0.0; LGD*1+0.0; EAD*1.0,61122.988916940434,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
35,MSME,Manufacturing,1680415,0.038,0.352,1869492.6410610264,25006.333566832287,0.038,0.352,1869492.6410610264,PD*1+0.0; LGD*1+0.0; EAD*1.0,25006.333566832287,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
36,Retail,Manufacturing,469536,0.059,0.401,396939.0861491458,9391.18183920264,0.059,0.401,396939.0861491458,PD*1+0.0; LGD*1+0.0; EAD*1.0,9391.18183920264,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
37,Auto,Agri,2614976,0.056,0.814,3065723.7076294934,139747.94948858282,0.056,0.814,3065723.7076294934,PD*1+0.0; LGD*1+0.0; EAD*1.0,139747.94948858282,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
38,Retail,Tech,1506002,0.067,0.651,1791689.5002196955,78148.12093108246,0.067,0.651,1791689.5002196955,PD*1+0.0; LGD*1+0.0; EAD*1.0,78148.12093108246,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
39,Retail,Agri,377789,0.033,0.584,452731.9471981584,8725.050086402909,0.033,0.584,452731.9471981584,PD*1+0.0; LGD*1+0.0; EAD*1.0,8725.050086402909,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
40,Corporate,Tech,1761729,0.063,0.661,1448755.1333834294,60330.51001948615,0.063,0.661,1448755.1333834294,PD*1+0.0; LGD*1+0.0; EAD*1.0,60330.51001948615,Historical,S3,Hospitality COVID,"ScenarioID                         S3
ScenarioType               Historical
Description         Hospitality COVID
PD_Factor                           1
PD_Add                            0.0
LGD_Factor                          1
LGD_Add                           0.0
EAD_Factor                        1.0
Sector                    Hospitality
Sector_PD_Factor                  3.0
Sector_LGD_Add                   0.15
Name: 2, dtype: object"
